Date,Time Range,Latitude,Longitude,Incident Type
6/14/2008,12:00AM - 1:00AM,42.092,-72.578,SG
6/14/2008,1:00AM - 2:00AM,42.094,-72.555,MG
6/14/2008,1:00AM - 2:00AM,42.091,-72.551,SG
6/14/2008,2:00AM -3:00AM,42.109,-72.575,SG
6/14/2008,9:00PM - 10:00PM,42.096,-72.587,MG
6/14/2008,10:00PM - 11:00PM,42.095,-72.582,MG
6/14/2008,11:00PM - 12:00AM,42.096,-72.583,SG
6/14/2008,12:00AM - 1:00AM,42.092,-72.58,SG
6/15/2008,2:00AM - 3:00AM,42.095,-72.568,SG
6/15/2008,3:00AM -4:00AM,42.094,-72.56,SG
6/16/2008,2:00AM - 3:00AM,42.102,-72.552,SG
6/16/2008,2:00AM -3:00AM,42.098,-72.58,MG
6/16/2008,3:00AM -4:00AM,42.087,-72.572,SG
6/16/2008,5:00AM - 6:00AM,42.089,-72.582,SG
6/17/2008,11:00AM - 12:00PM,42.111,-72.568,MG
6/17/2008,10:00PM - 11:00PM,42.1,-72.574,SG
6/17/2008,12:00AM - 1:00AM,42.092,-72.575,MG
6/18/2008,12:00AM - 1:00AM,42.094,-72.566,MG
6/18/2008,1:00AM - 2:00AM,42.094,-72.556,SG
6/18/2008,1:00AM - 2:00AM,42.094,-72.554,MG
6/18/2008,1:00AM - 2:00AM,42.114,-72.567,SG
6/18/2008,1:00AM - 2:00AM,42.116,-72.567,SG
6/18/2008,1:00AM - 2:00AM,42.116,-72.567,SG
6/18/2008,1:00AM - 2:00AM,42.116,-72.566,SG
6/18/2008,1:00AM - 2:00AM,42.094,-72.555,MG
6/18/2008,1:00AM - 2:00AM,42.116,-72.567,SG
6/18/2008,1:00AM - 2:00AM,42.094,-72.555,MG
6/18/2008,10:00PM - 11:00PM,42.086,-72.562,SG
6/19/2008,12:00AM - 1:00AM,42.094,-72.558,SG
6/19/2008,12:00AM - 1:00AM,42.094,-72.555,SG
6/19/2008,10:00PM -11:00PM,42.09,-72.562,MG
6/19/2008,11:00PM - 12:00AM,42.117,-72.561,MG
6/19/2008,12:00AM - 1:00AM,42.104,-72.559,SG
6/20/2008,12:00AM - 1:00AM,42.096,-72.582,SG
6/20/2008,2:00AM -3:00AM,42.093,-72.566,MG
6/20/2008,3:00AM -4:00AM,42.098,-72.559,SG
6/20/2008,4:00AM - 5:00AM,42.102,-72.565,SG
6/21/2008,12:00AM - 1:00AM,42.096,-72.585,SG
6/21/2008,2:00AM -3:00AM,42.081,-72.556,SG
6/21/2008,2:00AM - 3:00AM,42.094,-72.555,MG
6/21/2008,2:00AM - 3:00AM,42.096,-72.557,MG
6/21/2008,2:00AM -3:00AM,42.098,-72.563,SG
6/21/2008,2:00AM -3:00AM,42.1,-72.572,SG
6/21/2008,2:00AM -3:00AM,42.094,-72.555,SG
6/21/2008,2:00AM -3:00AM,42.094,-72.555,SG
6/21/2008,2:00AM -3:00AM,42.094,-72.556,SG
6/21/2008,3:00AM -4:00AM,42.094,-72.555,MG
6/21/2008,3:00AM -4:00AM,42.094,-72.555,SG
6/21/2008,3:00AM -4:00AM,42.094,-72.555,MG
6/21/2008,3:00AM -4:00AM,42.094,-72.555,MG
6/21/2008,3:00AM -4:00AM,42.094,-72.555,SG
6/21/2008,3:00AM -4:00AM,42.111,-72.564,SG
6/21/2008,4:00AM - 5:00AM,42.094,-72.572,SG
6/21/2008,12:00AM - 1:00AM,42.093,-72.56,SG
6/21/2008,12:00AM - 1:00AM,42.093,-72.559,SG
6/21/2008,12:00AM - 1:00AM,42.093,-72.56,MG
6/22/2008,12:00AM - 1:00AM,42.1,-72.57,SG
6/22/2008,2:00AM - 3:00AM,42.108,-72.582,SG
6/22/2008,2:00AM - 3:00AM,42.107,-72.567,SG
6/22/2008,2:00AM - 3:00AM,42.105,-72.576,SG
6/22/2008,3:00AM -4:00AM,42.101,-72.569,SG
6/22/2008,4:00AM - 5:00AM,42.102,-72.564,SG
6/22/2008,5:00AM -6:00AM,42.096,-72.568,SG
6/22/2008,12:00PM - 1:00PM,42.102,-72.564,MG
6/22/2008,5:00PM-6:00PM,42.102,-72.565,MG
6/22/2008,8:00PM -9:00PM,42.091,-72.578,MG
6/22/2008,10:00PM - 11:00PM,42.096,-72.572,MG
6/22/2008,12:00AM - 1:00AM,42.104,-72.565,SG
6/23/2008,1:00AM - 2:00AM,42.101,-72.582,SG
6/23/2008,1:00AM - 2:00AM,42.108,-72.582,SG
6/23/2008,2:00AM - 3:00AM,42.111,-72.561,SG
6/23/2008,3:00AM -4:00AM,42.107,-72.556,SG
6/23/2008,11:00PM - 12:00AM,42.119,-72.579,SG
6/23/2008,11:00PM - 12:00AM,42.119,-72.579,MG
6/24/2008,2:00AM - 3:00AM,42.112,-72.576,SG
6/24/2008,11:00PM - 12:00AM,42.108,-72.572,SG
6/24/2008,12:00AM - 1:00AM,42.104,-72.568,SG
6/26/2008,10:00PM - 11:00PM,42.1,-72.57,SG
6/26/2008,10:00PM - 11:00PM,42.109,-72.565,SG
6/26/2008,10:00PM - 11:00PM,42.109,-72.565,SG
6/26/2008,10:00PM - 11:00PM,42.109,-72.565,MG
6/26/2008,11:00PM - 12:00AM,42.109,-72.565,SG
6/26/2008,11:00PM - 12:00AM,42.109,-72.565,SG
6/26/2008,11:00PM - 12:00AM,42.109,-72.565,SG
6/26/2008,11:00PM - 12:00AM,42.109,-72.565,SG
6/26/2008,11:00PM - 12:00AM,42.109,-72.565,MG
6/26/2008,11:00PM - 12:00AM,42.109,-72.565,MG
6/26/2008,11:00PM - 12:00AM,42.109,-72.565,MG
6/26/2008,11:00PM - 12:00AM,42.109,-72.565,MG
6/26/2008,11:00PM - 12:00AM,42.098,-72.582,SG
6/26/2008,11:00PM - 12:00AM,42.098,-72.582,SG
6/26/2008,11:00PM - 12:00AM,42.098,-72.582,MG
6/26/2008,11:00PM - 12:00AM,42.098,-72.582,SG
6/26/2008,11:00PM - 12:00AM,42.098,-72.582,SG
6/26/2008,11:00PM - 12:00AM,42.098,-72.582,SG
6/26/2008,11:00PM - 12:00AM,42.098,-72.582,MG
6/26/2008,11:00PM - 12:00AM,42.099,-72.58,SG
6/26/2008,11:00PM - 12:00AM,42.098,-72.582,SG
6/26/2008,11:00PM - 12:00AM,42.096,-72.561,MG
6/26/2008,12:00AM - 1:00AM,42.097,-72.562,SG
6/26/2008,12:00AM - 1:00AM,42.097,-72.561,MG
6/26/2008,12:00AM - 1:00AM,42.097,-72.562,MG
6/26/2008,12:00AM - 1:00AM,42.096,-72.561,MG
6/26/2008,12:00AM - 1:00AM,42.096,-72.56,SG
6/26/2008,12:00AM - 1:00AM,42.097,-72.561,MG
6/26/2008,12:00AM - 1:00AM,42.097,-72.561,SG
6/26/2008,12:00AM - 1:00AM,42.096,-72.561,SG
6/26/2008,12:00AM - 1:00AM,42.097,-72.562,MG
6/26/2008,12:00AM - 1:00AM,42.096,-72.56,MG
6/26/2008,12:00AM - 1:00AM,42.096,-72.561,SG
6/26/2008,12:00AM - 1:00AM,42.097,-72.561,MG
6/27/2008,1:00AM - 2:00AM,42.1,-72.573,SG
6/27/2008,2:00AM -3:00AM,42.1,-72.572,SG
6/27/2008,9:00PM -10:00PM,42.099,-72.572,MG
6/27/2008,9:00PM -10:00PM,42.097,-72.572,MG
6/27/2008,10:00PM - 11:00PM,42.1,-72.567,SG
6/28/2008,1:00AM - 2:00AM,42.097,-72.572,SG
6/28/2008,1:00AM - 2:00AM,42.1,-72.57,MG
6/28/2008,1:00AM - 2:00AM,42.1,-72.57,MG
6/28/2008,2:00AM -3:00AM,42.1,-72.57,SG
6/28/2008,3:00AM - 4:00AM,42.102,-72.568,SG
6/28/2008,4:00AM - 5:00AM,42.092,-72.572,MG
6/29/2008,12:00AM - 1:00AM,42.1,-72.57,SG
6/29/2008,12:00AM - 1:00AM,42.104,-72.592,MG
6/29/2008,1:00AM - 2:00AM,42.097,-72.574,SG
6/29/2008,1:00AM - 2:00AM,42.101,-72.569,SG
6/29/2008,1:00AM - 2:00AM,42.09,-72.566,SG
6/29/2008,2:00AM -3:00AM,42.104,-72.589,SG
6/29/2008,3:00AM -4:00AM,42.1,-72.569,SG
6/29/2008,5:00AM - 6:00AM,42.102,-72.582,SG
6/29/2008,5:00AM - 6:00AM,42.1,-72.579,SG
6/30/2008,12:00AM - 1:00AM,42.089,-72.562,SG
6/30/2008,12:00AM - 1:00AM,42.089,-72.562,MG
6/30/2008,1:00AM - 2:00AM,42.089,-72.562,MG
6/30/2008,1:00AM - 2:00AM,42.089,-72.562,MG
6/30/2008,1:00AM - 2:00AM,42.09,-72.562,MG
6/30/2008,1:00AM - 2:00AM,42.101,-72.589,SG
6/30/2008,1:00AM - 2:00AM,42.108,-72.565,SG
6/30/2008,1:00AM - 2:00AM,42.114,-72.554,SG
6/30/2008,1:00AM - 2:00AM,42.106,-72.577,SG
6/30/2008,1:00AM - 2:00AM,42.092,-72.576,SG
6/30/2008,1:00AM - 2:00AM,42.103,-72.56,SG
6/30/2008,1:00AM - 2:00AM,42.107,-72.561,SG
6/30/2008,1:00AM - 2:00AM,42.082,-72.58,SG
6/30/2008,1:00AM - 2:00AM,42.097,-72.577,SG
6/30/2008,1:00AM - 2:00AM,42.089,-72.579,SG
6/30/2008,2:00AM - 3:00AM,42.091,-72.584,SG
6/30/2008,2:00AM - 3:00AM,42.101,-72.564,SG
6/30/2008,2:00AM - 3:00AM,42.098,-72.581,SG
6/30/2008,2:00AM - 3:00AM,42.079,-72.57,SG
6/30/2008,2:00AM -3:00AM,42.083,-72.568,SG
6/30/2008,2:00AM -3:00AM,42.097,-72.593,SG
6/30/2008,2:00AM -3:00AM,42.1,-72.562,SG
6/30/2008,2:00AM -3:00AM,42.087,-72.55,SG
6/30/2008,3:00AM -4:00AM,42.101,-72.566,SG
6/30/2008,11:00PM - 12:00AM,42.089,-72.563,MG
7/1/2008,1:00AM - 2:00AM,42.107,-72.573,SG
7/1/2008,1:00AM - 2:00AM,42.108,-72.572,SG
7/1/2008,9:00PM - 10:00PM,42.108,-72.593,MG
7/1/2008,9:00PM - 10:00PM,42.1,-72.569,MG
7/1/2008,9:00PM - 10:00PM,42.087,-72.561,SG
7/1/2008,9:00PM - 10:00PM,42.092,-72.577,MG
7/1/2008,10:00PM - 11:00PM,42.092,-72.578,MG
7/1/2008,11:00PM - 12:00AM,42.1,-72.573,MG
7/1/2008,11:00PM - 12:00AM,42.1,-72.573,MG
7/2/2008,1:00AM - 2:00AM,42.101,-72.566,SG
7/2/2008,1:00AM - 2:00AM,42.086,-72.576,MG
7/2/2008,1:00AM - 2:00AM,42.106,-72.562,SG
7/2/2008,1:00AM - 2:00AM,42.087,-72.577,SG
7/2/2008,1:00AM - 2:00AM,42.088,-72.577,MG
7/2/2008,1:00AM - 2:00AM,42.094,-72.553,SG
7/2/2008,2:00AM - 3:00AM,42.094,-72.553,SG
7/2/2008,2:00AM -3:00AM,42.12,-72.56,SG
7/2/2008,2:00AM - 3:00AM,42.099,-72.573,SG
7/2/2008,5:00AM - 6:00AM,42.1,-72.59,SG
7/2/2008,10:00PM - 11:00PM,42.112,-72.572,MG
7/2/2008,10:00PM -11:00PM,42.11,-72.577,MG
7/2/2008,11:00PM - 12:00AM,42.094,-72.576,SG
7/2/2008,11:00PM - 12:00AM,42.103,-72.562,MG
7/2/2008,11:00PM - 12:00AM,42.108,-72.571,SG
7/2/2008,11:00PM - 12:00AM,42.1,-72.572,SG
7/2/2008,11:00PM - 12:00AM,42.093,-72.555,MG
7/3/2008,12:00AM - 1:00AM,42.097,-72.569,SG
7/3/2008,12:00AM - 1:00AM,42.097,-72.569,SG
7/3/2008,12:00AM - 1:00AM,42.098,-72.568,SG
7/3/2008,12:00AM - 1:00AM,42.099,-72.579,MG
7/3/2008,1:00AM - 2:00AM,42.106,-72.561,SG
7/3/2008,3:00AM -4:00AM,42.107,-72.566,SG
7/3/2008,3:00AM -4:00AM,42.107,-72.566,SG
7/3/2008,9:00PM-10:00PM,42.092,-72.577,MG
7/3/2008,10:00PM - 11:00PM,42.108,-72.57,SG
7/3/2008,10:00PM-11:00PM,42.098,-72.566,MG
7/3/2008,10:00PM-11:00PM,42.098,-72.568,MG
7/3/2008,11:00PM - 12:00AM,42.092,-72.557,MG
7/3/2008,11:00PM - 12:00AM,42.096,-72.565,MG
7/3/2008,11:00PM - 12:00AM,42.092,-72.558,MG
7/3/2008,11:00PM - 12:00AM,42.087,-72.565,MG
7/3/2008,11:00PM - 12:00AM,42.087,-72.565,MG
7/3/2008,11:00PM - 12:00AM,42.087,-72.551,SG
7/3/2008,11:00PM - 12:00AM,42.087,-72.551,MG
7/3/2008,11:00PM - 12:00AM,42.09,-72.568,MG
7/3/2008,12:00AM - 1:00AM,42.092,-72.552,MG
7/3/2008,12:00AM - 1:00AM,42.1,-72.573,SG
7/3/2008,12:00AM - 1:00AM,42.1,-72.578,SG
7/3/2008,12:00AM - 1:00AM,42.089,-72.55,SG
7/4/2008,12:00AM - 1:00AM,42.092,-72.554,SG
7/4/2008,12:00AM - 1:00AM,42.092,-72.557,MG
7/4/2008,12:00AM - 1:00AM,42.1,-72.578,SG
7/4/2008,12:00AM - 1:00AM,42.107,-72.585,MG
7/4/2008,12:00AM - 1:00AM,42.109,-72.585,SG
7/4/2008,12:00AM - 1:00AM,42.109,-72.585,SG
7/4/2008,1:00AM - 2:00AM,42.099,-72.573,SG
7/4/2008,1:00AM - 2:00AM,42.087,-72.552,SG
7/4/2008,1:00AM - 2:00AM,42.087,-72.552,SG
7/4/2008,1:00AM - 2:00AM,42.103,-72.577,MG
7/4/2008,1:00AM - 2:00AM,42.103,-72.579,SG
7/4/2008,1:00AM - 2:00AM,42.109,-72.568,SG
7/4/2008,1:00AM - 2:00AM,42.109,-72.569,SG
7/4/2008,1:00AM - 2:00AM,42.111,-72.557,SG
7/4/2008,1:00AM - 2:00AM,42.109,-72.586,MG
7/4/2008,1:00AM - 2:00AM,42.109,-72.585,SG
7/4/2008,1:00AM - 2:00AM,42.1,-72.578,SG
7/4/2008,1:00AM - 2:00AM,42.088,-72.556,MG
7/4/2008,2:00AM -3:00AM,42.105,-72.595,MG
7/4/2008,2:00AM -3:00AM,42.09,-72.563,SG
7/4/2008,3:00AM -4:00AM,42.096,-72.554,SG
7/4/2008,4:00AM - 5:00AM,42.1,-72.573,SG
7/4/2008,12:00PM - 1:00PM,42.086,-72.551,MG
7/4/2008,1:00PM -2:00PM,42.088,-72.554,MG
7/4/2008,9:00PM - 10:00PM,42.108,-72.554,SG
7/4/2008,10:00PM - 11:00PM,42.1,-72.596,MG
7/4/2008,10:00PM - 11:00PM,42.101,-72.565,SG
7/4/2008,10:00PM - 11:00PM,42.093,-72.573,SG
7/4/2008,10:00PM - 11:00PM,42.097,-72.553,SG
7/4/2008,11:00PM - 12:00AM,42.09,-72.568,MG
7/4/2008,12:00AM - 1:00AM,42.096,-72.575,SG
7/4/2008,12:00AM - 1:00AM,42.089,-72.552,SG
7/4/2008,12:00AM - 1:00AM,42.096,-72.569,SG
7/5/2008,12:00AM - 1:00AM,42.093,-72.586,SG
7/5/2008,12:00AM - 1:00AM,42.088,-72.551,SG
7/5/2008,12:00AM - 1:00AM,42.105,-72.568,SG
7/5/2008,12:00AM - 1:00AM,42.094,-72.552,SG
7/5/2008,12:00AM - 1:00AM,42.102,-72.562,MG
7/5/2008,12:00AM - 1:00AM,42.085,-72.555,MG
7/5/2008,1:00AM - 2:00AM,42.101,-72.565,SG
7/5/2008,1:00AM - 2:00AM,42.082,-72.554,SG
7/5/2008,1:00AM - 2:00AM,42.101,-72.562,SG
7/5/2008,1:00AM - 2:00AM,42.103,-72.562,MG
7/5/2008,1:00AM - 2:00AM,42.087,-72.579,SG
7/5/2008,1:00AM - 2:00AM,42.098,-72.573,SG
7/5/2008,1:00AM - 2:00AM,42.098,-72.573,SG
7/5/2008,1:00AM - 2:00AM,42.09,-72.557,MG
7/5/2008,1:00AM - 2:00AM,42.087,-72.561,SG
7/5/2008,1:00AM - 2:00AM,42.087,-72.561,SG
7/5/2008,1:00AM - 2:00AM,42.088,-72.561,SG
7/5/2008,1:00AM - 2:00AM,42.098,-72.573,MG
7/5/2008,1:00AM - 2:00AM,42.097,-72.569,SG
7/5/2008,1:00AM - 2:00AM,42.108,-72.57,SG
7/5/2008,1:00AM - 2:00AM,42.098,-72.573,SG
7/5/2008,1:00AM - 2:00AM,42.108,-72.568,SG
7/5/2008,1:00AM - 2:00AM,42.098,-72.573,SG
7/5/2008,1:00AM - 2:00AM,42.098,-72.573,MG
7/5/2008,1:00AM - 2:00AM,42.095,-72.571,MG
7/5/2008,2:00AM -3:00AM,42.103,-72.562,MG
7/5/2008,2:00AM -3:00AM,42.107,-72.565,SG
7/5/2008,2:00AM -3:00AM,42.095,-72.571,SG
7/5/2008,2:00AM -3:00AM,42.113,-72.578,MG
7/5/2008,2:00AM -3:00AM,42.112,-72.58,SG
7/5/2008,2:00AM -3:00AM,42.099,-72.565,MG
7/5/2008,2:00AM -3:00AM,42.083,-72.573,SG
7/5/2008,2:00AM -3:00AM,42.096,-72.582,SG
7/5/2008,2:00AM -3:00AM,42.113,-72.578,MG
7/5/2008,2:00AM -3:00AM,42.113,-72.578,MG
7/5/2008,2:00AM -3:00AM,42.118,-72.562,SG
7/5/2008,2:00AM-3:00AM,42.118,-72.562,SG
7/5/2008,2:00AM - 3:00AM,42.117,-72.562,SG
7/5/2008,3:00AM -4:00AM,42.118,-72.562,MG
7/5/2008,3:00AM -4:00AM,42.117,-72.562,SG
7/5/2008,3:00AM -4:00AM,42.117,-72.563,SG
7/5/2008,3:00AM -4:00AM,42.117,-72.563,SG
7/5/2008,3:00AM -4:00AM,42.097,-72.579,SG
7/5/2008,3:00AM -4:00AM,42.1,-72.576,SG
7/5/2008,3:00AM -4:00AM,42.105,-72.592,MG
7/5/2008,3:00AM -4:00AM,42.105,-72.591,SG
7/5/2008,4:00AM - 5:00AM,42.094,-72.552,SG
7/5/2008,4:00AM - 5:00AM,42.111,-72.566,SG
7/5/2008,5:00AM - 6:00AM,42.116,-72.56,SG
7/5/2008,9:00PM - 10:00PM,42.111,-72.57,MG
7/5/2008,10:00PM - 11:00PM,42.09,-72.561,MG
7/5/2008,11:00PM - 12:00AM,42.103,-72.587,SG
7/5/2008,11:00PM - 12:00AM,42.099,-72.593,MG
7/5/2008,11:00PM - 12:00AM,42.097,-72.588,SG
7/6/2008,12:00AM - 1:00AM,42.103,-72.587,MG
7/6/2008,12:00AM - 1:00AM,42.103,-72.587,MG
7/6/2008,12:00AM - 1:00AM,42.103,-72.587,SG
7/6/2008,12:00AM - 1:00AM,42.106,-72.562,MG
7/6/2008,12:00AM - 1:00AM,42.099,-72.584,MG
7/6/2008,1:00AM - 2:00AM,42.09,-72.575,SG
7/6/2008,1:00AM - 2:00AM,42.099,-72.584,SG
7/6/2008,1:00AM - 2:00AM,42.099,-72.585,MG
7/6/2008,2:00AM -3:00AM,42.09,-72.568,MG
7/6/2008,2:00AM -3:00AM,42.099,-72.584,MG
7/6/2008,2:00AM -3:00AM,42.099,-72.584,MG
7/6/2008,2:00AM -3:00AM,42.099,-72.584,MG
7/6/2008,2:00AM -3:00AM,42.112,-72.556,SG
7/6/2008,2:00AM -3:00AM,42.094,-72.56,SG
7/6/2008,2:00AM -3:00AM,42.094,-72.56,SG
7/6/2008,2:00AM - 3:00AM,42.094,-72.56,SG
7/6/2008,3:00AM -4:00AM,42.094,-72.56,SG
7/6/2008,3:00AM -4:00AM,42.094,-72.56,SG
7/6/2008,3:00AM -4:00AM,42.09,-72.568,SG
7/6/2008,5:00AM - 6:00AM,42.103,-72.594,SG
7/6/2008,10:00PM - 11:00PM,42.104,-72.563,SG
7/6/2008,11:00PM - 12:00AM,42.12,-72.561,SG
7/6/2008,11:00PM - 12:00AM,42.119,-72.571,SG
7/7/2008,1:00AM - 2:00AM,42.101,-72.579,SG
7/7/2008,2:00AM -3:00AM,42.101,-72.579,SG
7/8/2008,2:00AM - 3:00AM,42.094,-72.56,SG
7/8/2008,3:00AM -4:00AM,42.108,-72.552,SG
7/8/2008,4:00AM - 5:00AM,42.108,-72.566,MG
7/9/2008,1:00AM - 2:00AM,42.08,-72.579,SG
7/9/2008,2:00AM -3:00AM,42.092,-72.579,SG
7/9/2008,2:00AM -3:00AM,42.089,-72.572,SG
7/9/2008,2:00AM -3:00AM,42.082,-72.556,SG
7/9/2008,2:00AM -3:00AM,42.084,-72.573,SG
7/9/2008,2:00AM - 3:00AM,42.091,-72.582,SG
7/9/2008,2:00AM - 3:00AM,42.095,-72.585,SG
7/10/2008,1:00AM - 2:00AM,42.101,-72.579,SG
7/10/2008,2:00AM -3:00AM,42.093,-72.571,SG
7/10/2008,2:00AM -3:00AM,42.101,-72.579,SG
7/10/2008,7:00PM -8:00PM,42.106,-72.583,MG
7/10/2008,11:00PM - 12:00AM,42.092,-72.555,MG
7/11/2008,12:00AM - 1:00AM,42.099,-72.596,SG
7/11/2008,2:00AM - 3:00AM,42.115,-72.567,MG
7/11/2008,3:00AM - 4:00AM,42.116,-72.567,MG
7/11/2008,3:00AM -4:00AM,42.115,-72.566,MG
7/11/2008,3:00AM -4:00AM,42.115,-72.566,SG
7/11/2008,4:00AM - 5:00AM,42.092,-72.583,SG
7/11/2008,4:00AM - 5:00AM,42.099,-72.59,SG
7/11/2008,4:00AM - 5:00AM,42.097,-72.582,SG
7/12/2008,2:00AM -3:00AM,42.091,-72.583,SG
7/23/2008,2:00AM -3:00AM,42.102,-72.582,MG
7/23/2008,2:00AM -3:00AM,42.102,-72.582,SG
7/23/2008,11:00AM - 12:00PM,42.09,-72.565,MG
7/23/2008,2:00PM -3:00PM,42.086,-72.579,SG
7/23/2008,10:00PM - 11:00PM,42.089,-72.569,SG
7/23/2008,10:00PM - 11:00PM,42.1,-72.558,SG
7/23/2008,11:00PM - 12:00AM,42.118,-72.565,SG
7/23/2008,11:00PM - 12:00AM,42.091,-72.559,SG
7/23/2008,12:00AM - 1:00AM,42.104,-72.569,SG
7/23/2008,12:00AM - 1:00AM,42.09,-72.569,SG
7/23/2008,12:00AM - 1:00AM,42.094,-72.569,SG
7/23/2008,12:00AM - 1:00AM,42.101,-72.568,SG
7/23/2008,12:00AM - 1:00AM,42.103,-72.566,SG
7/23/2008,12:00AM - 1:00AM,42.102,-72.579,SG
7/23/2008,12:00AM - 1:00AM,42.1,-72.583,SG
7/23/2008,12:00AM - 1:00AM,42.109,-72.557,SG
7/23/2008,12:00AM - 1:00AM,42.101,-72.555,SG
7/23/2008,12:00AM - 1:00AM,42.119,-72.577,SG
7/23/2008,12:00AM - 1:00AM,42.089,-72.561,SG
7/24/2008,12:00AM - 1:00AM,42.103,-72.566,SG
7/24/2008,12:00AM - 1:00AM,42.088,-72.552,SG
7/24/2008,12:00AM - 1:00AM,42.094,-72.561,SG
7/24/2008,12:00AM - 1:00AM,42.1,-72.574,SG
7/24/2008,12:00AM - 1:00AM,42.107,-72.572,SG
7/24/2008,12:00AM - 1:00AM,42.11,-72.566,SG
7/24/2008,12:00AM - 1:00AM,42.108,-72.577,SG
7/24/2008,12:00AM - 1:00AM,42.115,-72.573,SG
7/24/2008,1:00AM - 2:00AM,42.091,-72.549,SG
7/24/2008,1:00AM - 2:00AM,42.095,-72.578,SG
7/24/2008,1:00AM - 2:00AM,42.094,-72.555,SG
7/24/2008,1:00AM - 2:00AM,42.103,-72.57,SG
7/24/2008,1:00AM - 2:00AM,42.104,-72.571,SG
7/24/2008,1:00AM - 2:00AM,42.113,-72.573,SG
7/24/2008,1:00AM - 2:00AM,42.108,-72.564,SG
7/24/2008,1:00AM - 2:00AM,42.09,-72.568,SG
7/24/2008,1:00AM - 2:00AM,42.094,-72.565,SG
7/24/2008,1:00AM - 2:00AM,42.108,-72.572,SG
7/24/2008,1:00AM - 2:00AM,42.081,-72.573,SG
7/24/2008,1:00AM - 2:00AM,42.106,-72.564,SG
